t,KE,PE,E_total,py,pz
0.004167,8.35382903e-04,9.80998413e+02,9.80999268e+02,-4.08750027e-02,0.00000000e+00
0.008333,3.34153161e-03,9.80995056e+02,9.80998413e+02,-8.17500055e-02,0.00000000e+00
0.012500,7.51844654e-03,9.80989990e+02,9.80997498e+02,-1.22625008e-01,0.00000000e+00
0.016667,1.33661265e-02,9.80983337e+02,9.80996704e+02,-1.63500011e-01,0.00000000e+00
0.020833,2.08845735e-02,9.80974976e+02,9.80995850e+02,-2.04375014e-01,0.00000000e+00
0.025000,3.00737862e-02,9.80964966e+02,9.80995056e+02,-2.45250016e-01,0.00000000e+00
0.029167,4.09337580e-02,9.80953247e+02,9.80994202e+02,-2.86125004e-01,0.00000000e+00
0.033333,5.34645058e-02,9.80939880e+02,9.80993347e+02,-3.27000022e-01,0.00000000e+00
0.037500,6.76660240e-02,9.80924805e+02,9.80992493e+02,-3.67875040e-01,0.00000000e+00
0.041667,8.35383013e-02,9.80908142e+02,9.80991699e+02,-4.08750057e-01,0.00000000e+00
0.045833,1.01081356e-01,9.80889709e+02,9.80990784e+02,-4.49625075e-01,0.00000000e+00
0.050000,1.20295167e-01,9.80869690e+02,9.80989990e+02,-4.90500093e-01,0.00000000e+00
0.054167,1.41179755e-01,9.80847961e+02,9.80989136e+02,-5.31375110e-01,0.00000000e+00
0.058333,1.63735107e-01,9.80824524e+02,9.80988281e+02,-5.72250128e-01,0.00000000e+00
0.062500,1.87961221e-01,9.80799438e+02,9.80987427e+02,-6.13125145e-01,0.00000000e+00
0.066667,2.13858113e-01,9.80772766e+02,9.80986633e+02,-6.54000163e-01,0.00000000e+00
0.070833,2.41425753e-01,9.80744385e+02,9.80985840e+02,-6.94875181e-01,0.00000000e+00
0.075000,2.70664185e-01,9.80714294e+02,9.80984985e+02,-7.35750198e-01,0.00000000e+00
0.079167,3.01573366e-01,9.80682556e+02,9.80984131e+02,-7.76625216e-01,0.00000000e+00
0.083333,3.34153324e-01,9.80649170e+02,9.80983337e+02,-8.17500234e-01,0.00000000e+00
0.087500,3.68404031e-01,9.80614075e+02,9.80982483e+02,-8.58375251e-01,0.00000000e+00
0.091667,4.04325515e-01,9.80577332e+02,9.80981628e+02,-8.99250269e-01,0.00000000e+00
0.095833,4.41917777e-01,9.80538940e+02,9.80980835e+02,-9.40125287e-01,0.00000000e+00
0.100000,4.81180787e-01,9.80498779e+02,9.80979980e+02,-9.81000304e-01,0.00000000e+00
0.104167,5.22114515e-01,9.80457031e+02,9.80979126e+02,-1.02187526e+00,0.00000000e+00
0.108333,5.64719021e-01,9.80413635e+02,9.80978333e+02,-1.06275022e+00,0.00000000e+00
0.112500,6.08994246e-01,9.80368530e+02,9.80977539e+02,-1.10362518e+00,0.00000000e+00
0.116667,6.54940307e-01,9.80321716e+02,9.80976685e+02,-1.14450014e+00,0.00000000e+00
0.120833,7.02557087e-01,9.80273315e+02,9.80975891e+02,-1.18537509e+00,0.00000000e+00
0.125000,7.51844585e-01,9.80223145e+02,9.80974976e+02,-1.22625005e+00,0.00000000e+00
0.129167,8.02802920e-01,9.80171387e+02,9.80974182e+02,-1.26712501e+00,0.00000000e+00
0.133333,8.55431974e-01,9.80117920e+02,9.80973328e+02,-1.30799997e+00,0.00000000e+00
0.137500,9.09731805e-01,9.80062744e+02,9.80972473e+02,-1.34887493e+00,0.00000000e+00
0.141667,9.65702355e-01,9.80005981e+02,9.80971680e+02,-1.38974988e+00,0.00000000e+00
0.145833,1.02334368e+00,9.79947510e+02,9.80970825e+02,-1.43062484e+00,0.00000000e+00
0.150000,1.08265579e+00,9.79887329e+02,9.80969971e+02,-1.47149980e+00,0.00000000e+00
0.154167,1.14363873e+00,9.79825500e+02,9.80969116e+02,-1.51237476e+00,0.00000000e+00
0.158333,1.20629239e+00,9.79762024e+02,9.80968323e+02,-1.55324972e+00,0.00000000e+00
0.162500,1.27061677e+00,9.79696838e+02,9.80967468e+02,-1.59412467e+00,0.00000000e+00
0.166667,1.33661187e+00,9.79630005e+02,9.80966614e+02,-1.63499963e+00,0.00000000e+00
0.170833,1.40427780e+00,9.79561523e+02,9.80965820e+02,-1.67587459e+00,0.00000000e+00
0.175000,1.47361445e+00,9.79491333e+02,9.80964966e+02,-1.71674955e+00,0.00000000e+00
0.179167,1.54462194e+00,9.79419495e+02,9.80964111e+02,-1.75762451e+00,0.00000000e+00
0.183333,1.61730015e+00,9.79346008e+02,9.80963318e+02,-1.79849946e+00,0.00000000e+00
0.187500,1.69164908e+00,9.79270752e+02,9.80962402e+02,-1.83937442e+00,0.00000000e+00
0.191667,1.76766884e+00,9.79193909e+02,9.80961548e+02,-1.88024938e+00,0.00000000e+00
0.195833,1.84535933e+00,9.79115356e+02,9.80960693e+02,-1.92112434e+00,0.00000000e+00
0.200000,1.92472064e+00,9.79035156e+02,9.80959900e+02,-1.96199930e+00,0.00000000e+00
0.204167,2.00575280e+00,9.78953247e+02,9.80958984e+02,-2.00287437e+00,0.00000000e+00
0.208333,2.08845568e+00,9.78869751e+02,9.80958191e+02,-2.04374933e+00,0.00000000e+00
0.212500,2.17282915e+00,9.78784546e+02,9.80957397e+02,-2.08462429e+00,0.00000000e+00
0.216667,2.25887346e+00,9.78697693e+02,9.80956543e+02,-2.12549925e+00,0.00000000e+00
0.220833,2.34658861e+00,9.78609131e+02,9.80955750e+02,-2.16637421e+00,0.00000000e+00
0.225000,2.43597436e+00,9.78518921e+02,9.80954895e+02,-2.20724916e+00,0.00000000e+00
0.229167,2.52703094e+00,9.78427063e+02,9.80954102e+02,-2.24812412e+00,0.00000000e+00
0.233333,2.61975837e+00,9.78333496e+02,9.80953247e+02,-2.28899908e+00,0.00000000e+00
0.237500,2.71415663e+00,9.78238281e+02,9.80952454e+02,-2.32987404e+00,0.00000000e+00
0.241667,2.81022549e+00,9.78141357e+02,9.80951599e+02,-2.37074900e+00,0.00000000e+00
0.245833,2.90796494e+00,9.78042786e+02,9.80950745e+02,-2.41162395e+00,0.00000000e+00
0.250000,3.00737548e+00,9.77942566e+02,9.80949951e+02,-2.45249891e+00,0.00000000e+00
0.254167,3.10845661e+00,9.77840637e+02,9.80949097e+02,-2.49337387e+00,0.00000000e+00
0.258333,3.21120858e+00,9.77737061e+02,9.80948242e+02,-2.53424883e+00,0.00000000e+00
0.262500,3.31563115e+00,9.77631836e+02,9.80947449e+02,-2.57512379e+00,0.00000000e+00
0.266667,3.42172480e+00,9.77524841e+02,9.80946594e+02,-2.61599874e+00,0.00000000e+00
0.270833,3.52948904e+00,9.77416260e+02,9.80945740e+02,-2.65687370e+00,0.00000000e+00
0.275000,3.63892388e+00,9.77306030e+02,9.80944946e+02,-2.69774866e+00,0.00000000e+00
0.279167,3.75002956e+00,9.77194031e+02,9.80944031e+02,-2.73862362e+00,0.00000000e+00
0.283333,3.86280608e+00,9.77080444e+02,9.80943237e+02,-2.77949858e+00,0.00000000e+00
0.287500,3.97725344e+00,9.76965210e+02,9.80942444e+02,-2.82037354e+00,0.00000000e+00
0.291667,4.09337139e+00,9.76848206e+02,9.80941589e+02,-2.86124849e+00,0.00000000e+00
0.295833,4.21116018e+00,9.76729553e+02,9.80940735e+02,-2.90212345e+00,0.00000000e+00
0.300000,4.33061981e+00,9.76609314e+02,9.80939941e+02,-2.94299841e+00,0.00000000e+00
0.304167,4.45175028e+00,9.76487305e+02,9.80939026e+02,-2.98387337e+00,0.00000000e+00
0.308333,4.57455111e+00,9.76363647e+02,9.80938171e+02,-3.02474833e+00,0.00000000e+00
0.312500,4.69902325e+00,9.76238342e+02,9.80937378e+02,-3.06562328e+00,0.00000000e+00
0.316667,4.82516575e+00,9.76111328e+02,9.80936523e+02,-3.10649824e+00,0.00000000e+00
0.320833,4.95297909e+00,9.75982727e+02,9.80935730e+02,-3.14737320e+00,0.00000000e+00
0.325000,5.08246326e+00,9.75852417e+02,9.80934875e+02,-3.18824816e+00,0.00000000e+00
0.329167,5.21361828e+00,9.75720398e+02,9.80934021e+02,-3.22912312e+00,0.00000000e+00
0.333333,5.34644365e+00,9.75586670e+02,9.80933105e+02,-3.26999807e+00,0.00000000e+00
0.337500,5.48094034e+00,9.75451355e+02,9.80932312e+02,-3.31087303e+00,0.00000000e+00
0.341667,5.61710739e+00,9.75314331e+02,9.80931458e+02,-3.35174799e+00,0.00000000e+00
0.345833,5.75494528e+00,9.75175659e+02,9.80930603e+02,-3.39262295e+00,0.00000000e+00
0.350000,5.89445400e+00,9.75035339e+02,9.80929810e+02,-3.43349791e+00,0.00000000e+00
0.354167,6.03563356e+00,9.74893311e+02,9.80928955e+02,-3.47437286e+00,0.00000000e+00
0.358333,6.17848349e+00,9.74749634e+02,9.80928101e+02,-3.51524782e+00,0.00000000e+00
0.362500,6.32300472e+00,9.74604309e+02,9.80927307e+02,-3.55612278e+00,0.00000000e+00
0.366667,6.46919632e+00,9.74457275e+02,9.80926453e+02,-3.59699774e+00,0.00000000e+00
0.370833,6.61705875e+00,9.74308594e+02,9.80925659e+02,-3.63787270e+00,0.00000000e+00
0.375000,6.76659203e+00,9.74158203e+02,9.80924805e+02,-3.67874765e+00,0.00000000e+00
0.379167,6.91779613e+00,9.74006226e+02,9.80924011e+02,-3.71962261e+00,0.00000000e+00
0.383333,7.07067108e+00,9.73852478e+02,9.80923157e+02,-3.76049757e+00,0.00000000e+00
0.387500,7.22521639e+00,9.73697083e+02,9.80922302e+02,-3.80137253e+00,0.00000000e+00
0.391667,7.38143301e+00,9.73540100e+02,9.80921509e+02,-3.84224749e+00,0.00000000e+00
0.395833,7.53931999e+00,9.73381348e+02,9.80920654e+02,-3.88312244e+00,0.00000000e+00
0.400000,7.69887781e+00,9.73220947e+02,9.80919800e+02,-3.92399740e+00,0.00000000e+00
0.404167,7.86010647e+00,9.73058899e+02,9.80919006e+02,-3.96487236e+00,0.00000000e+00
0.408333,8.02300549e+00,9.72895142e+02,9.80918152e+02,-4.00574732e+00,0.00000000e+00
0.412500,8.18757629e+00,9.72729736e+02,9.80917297e+02,-4.04662228e+00,0.00000000e+00
0.416667,8.35381699e+00,9.72562683e+02,9.80916504e+02,-4.08749723e+00,0.00000000e+00
0.420833,8.52172852e+00,9.72393921e+02,9.80915649e+02,-4.12837219e+00,0.00000000e+00
0.425000,8.69131088e+00,9.72223511e+02,9.80914795e+02,-4.16924715e+00,0.00000000e+00
0.429167,8.86256409e+00,9.72051453e+02,9.80914001e+02,-4.21012211e+00,0.00000000e+00
0.433333,9.03548813e+00,9.71877625e+02,9.80913086e+02,-4.25099707e+00,0.00000000e+00
0.437500,9.21008301e+00,9.71702209e+02,9.80912292e+02,-4.29187202e+00,0.00000000e+00
0.441667,9.38634777e+00,9.71525146e+02,9.80911499e+02,-4.33274698e+00,0.00000000e+00
0.445833,9.56428432e+00,9.71346313e+02,9.80910583e+02,-4.37362194e+00,0.00000000e+00
0.450000,9.74389172e+00,9.71165894e+02,9.80909790e+02,-4.41449690e+00,0.00000000e+00
0.454167,9.92516899e+00,9.70983765e+02,9.80908936e+02,-4.45537186e+00,0.00000000e+00
0.458333,1.01081181e+01,9.70799927e+02,9.80908020e+02,-4.49624681e+00,0.00000000e+00
0.462500,1.02927370e+01,9.70614502e+02,9.80907227e+02,-4.53712177e+00,0.00000000e+00
0.466667,1.04790268e+01,9.70427368e+02,9.80906372e+02,-4.57799673e+00,0.00000000e+00
0.470833,1.06669874e+01,9.70238525e+02,9.80905518e+02,-4.61887169e+00,0.00000000e+00
0.475000,1.08566198e+01,9.70048096e+02,9.80904724e+02,-4.65974665e+00,0.00000000e+00
0.479167,1.10479221e+01,9.69855957e+02,9.80903870e+02,-4.70062160e+00,0.00000000e+00
0.483333,1.12408953e+01,9.69662170e+02,9.80903076e+02,-4.74149656e+00,0.00000000e+00
0.487500,1.14355383e+01,9.69466675e+02,9.80902222e+02,-4.78237152e+00,0.00000000e+00
0.491667,1.16318531e+01,9.69269531e+02,9.80901367e+02,-4.82324648e+00,0.00000000e+00
0.495833,1.18298388e+01,9.69070740e+02,9.80900574e+02,-4.86412144e+00,0.00000000e+00
0.500000,1.20294952e+01,9.68870239e+02,9.80899719e+02,-4.90499640e+00,0.00000000e+00
0.504167,1.22308216e+01,9.68668091e+02,9.80898926e+02,-4.94587135e+00,0.00000000e+00
0.508333,1.24338198e+01,9.68464294e+02,9.80898132e+02,-4.98674631e+00,0.00000000e+00
0.512500,1.26384878e+01,9.68258789e+02,9.80897278e+02,-5.02762127e+00,0.00000000e+00
0.516667,1.28448267e+01,9.68051575e+02,9.80896423e+02,-5.06849623e+00,0.00000000e+00
0.520833,1.30528374e+01,9.67842773e+02,9.80895630e+02,-5.10937119e+00,0.00000000e+00
0.525000,1.32625179e+01,9.67632263e+02,9.80894775e+02,-5.15024614e+00,0.00000000e+00
0.529167,1.34738693e+01,9.67420044e+02,9.80893921e+02,-5.19112110e+00,0.00000000e+00
0.533333,1.36868916e+01,9.67206238e+02,9.80893127e+02,-5.23199606e+00,0.00000000e+00
0.537500,1.39015846e+01,9.66990662e+02,9.80892273e+02,-5.27287102e+00,0.00000000e+00
0.541667,1.41179485e+01,9.66773499e+02,9.80891418e+02,-5.31374598e+00,0.00000000e+00
0.545833,1.43359823e+01,9.66554626e+02,9.80890625e+02,-5.35462093e+00,0.00000000e+00
0.550000,1.45556879e+01,9.66334045e+02,9.80889709e+02,-5.39549589e+00,0.00000000e+00
0.554167,1.47770643e+01,9.66111877e+02,9.80888916e+02,-5.43637085e+00,0.00000000e+00
0.558333,1.50001106e+01,9.65888000e+02,9.80888123e+02,-5.47724581e+00,0.00000000e+00
0.562500,1.52248287e+01,9.65662415e+02,9.80887268e+02,-5.51812077e+00,0.00000000e+00
0.566667,1.54512167e+01,9.65435181e+02,9.80886414e+02,-5.55899572e+00,0.00000000e+00
0.570833,1.56792755e+01,9.65206299e+02,9.80885559e+02,-5.59987068e+00,0.00000000e+00
0.575000,1.59090061e+01,9.64975708e+02,9.80884705e+02,-5.64074564e+00,0.00000000e+00
0.579167,1.61404057e+01,9.64743469e+02,9.80883850e+02,-5.68162060e+00,0.00000000e+00
0.583333,1.63734779e+01,9.64509583e+02,9.80883057e+02,-5.72249556e+00,0.00000000e+00
0.587500,1.66082191e+01,9.64273987e+02,9.80882202e+02,-5.76337051e+00,0.00000000e+00
0.591667,1.68446331e+01,9.64036743e+02,9.80881348e+02,-5.80424547e+00,0.00000000e+00
0.595833,1.70827160e+01,9.63797791e+02,9.80880493e+02,-5.84512043e+00,0.00000000e+00
0.600000,1.73224716e+01,9.63557190e+02,9.80879639e+02,-5.88599539e+00,0.00000000e+00
0.604167,1.75638962e+01,9.63314941e+02,9.80878845e+02,-5.92687035e+00,0.00000000e+00
0.608333,1.78069916e+01,9.63070984e+02,9.80877991e+02,-5.96774530e+00,0.00000000e+00
0.612500,1.80517578e+01,9.62825378e+02,9.80877136e+02,-6.00862026e+00,0.00000000e+00
0.616667,1.82981968e+01,9.62578064e+02,9.80876282e+02,-6.04949522e+00,0.00000000e+00
0.620833,1.85463047e+01,9.62329163e+02,9.80875488e+02,-6.09037018e+00,0.00000000e+00
0.625000,1.87960835e+01,9.62078552e+02,9.80874634e+02,-6.13124514e+00,0.00000000e+00
0.629167,1.90475330e+01,9.61826233e+02,9.80873779e+02,-6.17212009e+00,0.00000000e+00
0.633333,1.93006535e+01,9.61572327e+02,9.80872986e+02,-6.21299505e+00,0.00000000e+00
0.637500,1.95554447e+01,9.61316711e+02,9.80872131e+02,-6.25387001e+00,0.00000000e+00
0.641667,1.98119068e+01,9.61059387e+02,9.80871277e+02,-6.29474497e+00,0.00000000e+00
0.645833,2.00700397e+01,9.60800476e+02,9.80870544e+02,-6.33561993e+00,0.00000000e+00
0.650000,2.03298435e+01,9.60539856e+02,9.80869690e+02,-6.37649488e+00,0.00000000e+00
0.654167,2.05913181e+01,9.60277527e+02,9.80868835e+02,-6.41736984e+00,0.00000000e+00
0.658333,2.08544636e+01,9.60013550e+02,9.80868042e+02,-6.45824480e+00,0.00000000e+00
0.662500,2.11192780e+01,9.59747925e+02,9.80867188e+02,-6.49911976e+00,0.00000000e+00
0.666667,2.13857651e+01,9.59480591e+02,9.80866333e+02,-6.53999472e+00,0.00000000e+00
0.670833,2.16539230e+01,9.59211548e+02,9.80865479e+02,-6.58086967e+00,0.00000000e+00
0.675000,2.19237518e+01,9.58940918e+02,9.80864685e+02,-6.62174463e+00,0.00000000e+00
0.679167,2.21952496e+01,9.58668579e+02,9.80863831e+02,-6.66261959e+00,0.00000000e+00
0.683333,2.24684200e+01,9.58394592e+02,9.80863037e+02,-6.70349455e+00,0.00000000e+00
0.687500,2.27432594e+01,9.58118896e+02,9.80862183e+02,-6.74436951e+00,0.00000000e+00
0.691667,2.30197716e+01,9.57841553e+02,9.80861328e+02,-6.78524446e+00,0.00000000e+00
0.695833,2.32979527e+01,9.57562500e+02,9.80860474e+02,-6.82611942e+00,0.00000000e+00
0.700000,2.35778065e+01,9.57281860e+02,9.80859680e+02,-6.86699438e+00,0.00000000e+00
0.704167,2.38593292e+01,9.56999451e+02,9.80858765e+02,-6.90786934e+00,0.00000000e+00
0.708333,2.41425228e+01,9.56715454e+02,9.80857971e+02,-6.94874430e+00,0.00000000e+00
0.712500,2.44273891e+01,9.56429749e+02,9.80857117e+02,-6.98961926e+00,0.00000000e+00
0.716667,2.47139244e+01,9.56142334e+02,9.80856262e+02,-7.03049421e+00,0.00000000e+00
0.720833,2.50021305e+01,9.55853333e+02,9.80855469e+02,-7.07136917e+00,0.00000000e+00
0.725000,2.52920074e+01,9.55562622e+02,9.80854614e+02,-7.11224413e+00,0.00000000e+00
0.729167,2.55835571e+01,9.55270203e+02,9.80853760e+02,-7.15311909e+00,0.00000000e+00
0.733333,2.58767757e+01,9.54976135e+02,9.80852905e+02,-7.19399405e+00,0.00000000e+00
0.737500,2.61716652e+01,9.54680420e+02,9.80852112e+02,-7.23486900e+00,0.00000000e+00
0.741667,2.64682255e+01,9.54382996e+02,9.80851196e+02,-7.27574396e+00,0.00000000e+00
0.745833,2.67664566e+01,9.54083923e+02,9.80850403e+02,-7.31661892e+00,0.00000000e+00
0.750000,2.70663586e+01,9.53783203e+02,9.80849548e+02,-7.35749388e+00,0.00000000e+00
0.754167,2.73679314e+01,9.53480835e+02,9.80848755e+02,-7.39836884e+00,0.00000000e+00
0.758333,2.76711750e+01,9.53176697e+02,9.80847900e+02,-7.43924379e+00,0.00000000e+00
0.762500,2.79760876e+01,9.52870972e+02,9.80847046e+02,-7.48011875e+00,0.00000000e+00
0.766667,2.82826729e+01,9.52563599e+02,9.80846252e+02,-7.52099371e+00,0.00000000e+00
0.770833,2.85909290e+01,9.52254517e+02,9.80845459e+02,-7.56186867e+00,0.00000000e+00
0.775000,2.89008560e+01,9.51943726e+02,9.80844604e+02,-7.60274363e+00,0.00000000e+00
0.779167,2.92124519e+01,9.51631348e+02,9.80843811e+02,-7.64361858e+00,0.00000000e+00
0.783333,2.95257206e+01,9.51317200e+02,9.80842896e+02,-7.68449354e+00,0.00000000e+00
0.787500,2.98406601e+01,9.51001465e+02,9.80842102e+02,-7.72536850e+00,0.00000000e+00
0.791667,3.01572685e+01,9.50684021e+02,9.80841309e+02,-7.76624346e+00,0.00000000e+00
0.795833,3.04755497e+01,9.50364868e+02,9.80840393e+02,-7.80711842e+00,0.00000000e+00
0.800000,3.07954998e+01,9.50044128e+02,9.80839600e+02,-7.84799337e+00,0.00000000e+00
0.804167,3.11171227e+01,9.49721680e+02,9.80838806e+02,-7.88886833e+00,0.00000000e+00
0.808333,3.14404144e+01,9.49397522e+02,9.80837952e+02,-7.92974329e+00,0.00000000e+00
0.812500,3.17653770e+01,9.49071716e+02,9.80837097e+02,-7.97061825e+00,0.00000000e+00
0.816667,3.20920143e+01,9.48744263e+02,9.80836304e+02,-8.01149368e+00,0.00000000e+00
0.820833,3.24203224e+01,9.48415100e+02,9.80835449e+02,-8.05236912e+00,0.00000000e+00
0.825000,3.27503052e+01,9.48084290e+02,9.80834595e+02,-8.09324455e+00,0.00000000e+00
0.829167,3.30819550e+01,9.47751831e+02,9.80833801e+02,-8.13411999e+00,0.00000000e+00
0.833333,3.34152756e+01,9.47417664e+02,9.80832947e+02,-8.17499542e+00,0.00000000e+00
0.837500,3.37502670e+01,9.47081848e+02,9.80832092e+02,-8.21587086e+00,0.00000000e+00
0.841667,3.40869293e+01,9.46744385e+02,9.80831299e+02,-8.25674629e+00,0.00000000e+00
0.845833,3.44252625e+01,9.46405151e+02,9.80830444e+02,-8.29762173e+00,0.00000000e+00
0.850000,3.47652664e+01,9.46064331e+02,9.80829590e+02,-8.33849716e+00,0.00000000e+00
0.854167,3.51069412e+01,9.45721863e+02,9.80828796e+02,-8.37937260e+00,0.00000000e+00
0.858333,3.54502869e+01,9.45377625e+02,9.80827881e+02,-8.42024803e+00,0.00000000e+00
0.862500,3.57953033e+01,9.45031799e+02,9.80827087e+02,-8.46112347e+00,0.00000000e+00
0.866667,3.61419945e+01,9.44684265e+02,9.80826233e+02,-8.50199890e+00,0.00000000e+00
0.870833,3.64903526e+01,9.44335083e+02,9.80825439e+02,-8.54287434e+00,0.00000000e+00
0.875000,3.68403816e+01,9.43984192e+02,9.80824585e+02,-8.58374977e+00,0.00000000e+00
0.879167,3.71920815e+01,9.43631653e+02,9.80823730e+02,-8.62462521e+00,0.00000000e+00
0.883333,3.75454521e+01,9.43277405e+02,9.80822876e+02,-8.66550064e+00,0.00000000e+00
0.887500,3.79004936e+01,9.42921570e+02,9.80822083e+02,-8.70637608e+00,0.00000000e+00
0.891667,3.82572060e+01,9.42564026e+02,9.80821228e+02,-8.74725151e+00,0.00000000e+00
0.895833,3.86155891e+01,9.42204834e+02,9.80820435e+02,-8.78812695e+00,0.00000000e+00
0.900000,3.89756432e+01,9.41843933e+02,9.80819580e+02,-8.82900238e+00,0.00000000e+00
0.904167,3.93373680e+01,9.41481384e+02,9.80818726e+02,-8.86987782e+00,0.00000000e+00
0.908333,3.97007599e+01,9.41117188e+02,9.80817932e+02,-8.91075325e+00,0.00000000e+00
0.912500,4.00658264e+01,9.40751282e+02,9.80817139e+02,-8.95162868e+00,0.00000000e+00
0.916667,4.04325638e+01,9.40383728e+02,9.80816284e+02,-8.99250412e+00,0.00000000e+00
0.920833,4.08009720e+01,9.40014526e+02,9.80815491e+02,-9.03337955e+00,0.00000000e+00
0.925000,4.11710510e+01,9.39643616e+02,9.80814697e+02,-9.07425499e+00,0.00000000e+00
0.929167,4.15428009e+01,9.39270996e+02,9.80813782e+02,-9.11513042e+00,0.00000000e+00
0.933333,4.19162216e+01,9.38896790e+02,9.80812988e+02,-9.15600586e+00,0.00000000e+00
0.937500,4.22913132e+01,9.38520874e+02,9.80812195e+02,-9.19688129e+00,0.00000000e+00
0.941667,4.26680756e+01,9.38143250e+02,9.80811340e+02,-9.23775673e+00,0.00000000e+00
0.945833,4.30465088e+01,9.37764038e+02,9.80810547e+02,-9.27863216e+00,0.00000000e+00
0.950000,4.34266090e+01,9.37383057e+02,9.80809692e+02,-9.31950760e+00,0.00000000e+00
0.954167,4.38083839e+01,9.37000488e+02,9.80808899e+02,-9.36038303e+00,0.00000000e+00
0.958333,4.41918297e+01,9.36616211e+02,9.80808044e+02,-9.40125847e+00,0.00000000e+00
0.962500,4.45769463e+01,9.36230225e+02,9.80807190e+02,-9.44213390e+00,0.00000000e+00
0.966667,4.49637337e+01,9.35842590e+02,9.80806335e+02,-9.48300934e+00,0.00000000e+00
0.970833,4.53521919e+01,9.35453369e+02,9.80805542e+02,-9.52388477e+00,0.00000000e+00
0.975000,4.57423172e+01,9.35062378e+02,9.80804688e+02,-9.56476021e+00,0.00000000e+00
0.979167,4.61341171e+01,9.34669739e+02,9.80803833e+02,-9.60563564e+00,0.00000000e+00
0.983333,4.65275879e+01,9.34275452e+02,9.80803040e+02,-9.64651108e+00,0.00000000e+00
0.987500,4.69227295e+01,9.33879456e+02,9.80802185e+02,-9.68738651e+00,0.00000000e+00
0.991667,4.73195419e+01,9.33481812e+02,9.80801331e+02,-9.72826195e+00,0.00000000e+00
0.995833,4.77180214e+01,9.33082520e+02,9.80800537e+02,-9.76913738e+00,0.00000000e+00
