t,KE,PE,E_total,py,pz
1.000000,4.81181755e+01,9.32681519e+02,9.80799683e+02,-9.81001282e+00,0.00000000e+00
1.004167,4.85200005e+01,9.32278809e+02,9.80798828e+02,-9.85088825e+00,0.00000000e+00
1.008333,4.89234962e+01,9.31874512e+02,9.80798035e+02,-9.89176369e+00,0.00000000e+00
1.012500,4.93286591e+01,9.31468506e+02,9.80797180e+02,-9.93263912e+00,0.00000000e+00
1.016667,4.97354965e+01,9.31060791e+02,9.80796265e+02,-9.97351456e+00,0.00000000e+00
1.020833,5.01440048e+01,9.30651489e+02,9.80795471e+02,-1.00143900e+01,0.00000000e+00
1.025000,5.05541801e+01,9.30240417e+02,9.80794617e+02,-1.00552654e+01,0.00000000e+00
1.029167,5.09660301e+01,9.29827759e+02,9.80793762e+02,-1.00961409e+01,0.00000000e+00
1.033333,5.13795509e+01,9.29413391e+02,9.80792969e+02,-1.01370163e+01,0.00000000e+00
1.037500,5.17947388e+01,9.28997437e+02,9.80792175e+02,-1.01778917e+01,0.00000000e+00
1.041667,5.22116013e+01,9.28579712e+02,9.80791321e+02,-1.02187672e+01,0.00000000e+00
1.045833,5.26301346e+01,9.28160400e+02,9.80790527e+02,-1.02596426e+01,0.00000000e+00
1.050000,5.30503349e+01,9.27739380e+02,9.80789734e+02,-1.03005180e+01,0.00000000e+00
1.054167,5.34722099e+01,9.27316650e+02,9.80788879e+02,-1.03413935e+01,0.00000000e+00
1.058333,5.38957520e+01,9.26892273e+02,9.80788025e+02,-1.03822689e+01,0.00000000e+00
1.062500,5.43209686e+01,9.26466248e+02,9.80787231e+02,-1.04231443e+01,0.00000000e+00
1.066667,5.47478561e+01,9.26038513e+02,9.80786377e+02,-1.04640198e+01,0.00000000e+00
1.070833,5.51764107e+01,9.25609131e+02,9.80785522e+02,-1.05048952e+01,0.00000000e+00
1.075000,5.56066399e+01,9.25178101e+02,9.80784729e+02,-1.05457706e+01,0.00000000e+00
1.079167,5.60385361e+01,9.24745361e+02,9.80783875e+02,-1.05866461e+01,0.00000000e+00
1.083333,5.64721069e+01,9.24310974e+02,9.80783081e+02,-1.06275215e+01,0.00000000e+00
1.087500,5.69073486e+01,9.23874939e+02,9.80782288e+02,-1.06683969e+01,0.00000000e+00
1.091667,5.73442574e+01,9.23437195e+02,9.80781433e+02,-1.07092724e+01,0.00000000e+00
1.095833,5.77828407e+01,9.22997742e+02,9.80780579e+02,-1.07501478e+01,0.00000000e+00
1.100000,5.82230911e+01,9.22556702e+02,9.80779785e+02,-1.07910233e+01,0.00000000e+00
1.104167,5.86650162e+01,9.22113892e+02,9.80778931e+02,-1.08318987e+01,0.00000000e+00
1.108333,5.91086082e+01,9.21669495e+02,9.80778076e+02,-1.08727741e+01,0.00000000e+00
1.112500,5.95538750e+01,9.21223450e+02,9.80777344e+02,-1.09136496e+01,0.00000000e+00
1.116667,6.00008087e+01,9.20775635e+02,9.80776428e+02,-1.09545250e+01,0.00000000e+00
1.120833,6.04494171e+01,9.20326172e+02,9.80775574e+02,-1.09954004e+01,0.00000000e+00
1.125000,6.08996925e+01,9.19875122e+02,9.80774841e+02,-1.10362759e+01,0.00000000e+00
1.129167,6.13516388e+01,9.19422302e+02,9.80773926e+02,-1.10771513e+01,0.00000000e+00
1.133333,6.18052597e+01,9.18967834e+02,9.80773071e+02,-1.11180267e+01,0.00000000e+00
1.137500,6.22605476e+01,9.18511719e+02,9.80772278e+02,-1.11589022e+01,0.00000000e+00
1.141667,6.27175102e+01,9.18053894e+02,9.80771423e+02,-1.11997776e+01,0.00000000e+00
1.145833,6.31761398e+01,9.17594421e+02,9.80770569e+02,-1.12406530e+01,0.00000000e+00
1.150000,6.36364441e+01,9.17133301e+02,9.80769775e+02,-1.12815285e+01,0.00000000e+00
1.154167,6.40984116e+01,9.16670471e+02,9.80768860e+02,-1.13224039e+01,0.00000000e+00
1.158333,6.45620575e+01,9.16205994e+02,9.80768066e+02,-1.13632793e+01,0.00000000e+00
1.162500,6.50273743e+01,9.15739868e+02,9.80767212e+02,-1.14041548e+01,0.00000000e+00
1.166667,6.54943619e+01,9.15272034e+02,9.80766418e+02,-1.14450302e+01,0.00000000e+00
1.170833,6.59630127e+01,9.14802551e+02,9.80765564e+02,-1.14859056e+01,0.00000000e+00
1.175000,6.64333420e+01,9.14331360e+02,9.80764709e+02,-1.15267811e+01,0.00000000e+00
1.179167,6.69053421e+01,9.13858582e+02,9.80763916e+02,-1.15676565e+01,0.00000000e+00
1.183333,6.73790054e+01,9.13384094e+02,9.80763123e+02,-1.16085320e+01,0.00000000e+00
1.187500,6.78543472e+01,9.12907898e+02,9.80762268e+02,-1.16494074e+01,0.00000000e+00
1.191667,6.83313599e+01,9.12430115e+02,9.80761475e+02,-1.16902828e+01,0.00000000e+00
1.195833,6.88100357e+01,9.11950562e+02,9.80760620e+02,-1.17311583e+01,0.00000000e+00
1.200000,6.92903900e+01,9.11469421e+02,9.80759827e+02,-1.17720337e+01,0.00000000e+00
1.204167,6.97724075e+01,9.10986572e+02,9.80758972e+02,-1.18129091e+01,0.00000000e+00
1.208333,7.02561035e+01,9.10502014e+02,9.80758118e+02,-1.18537846e+01,0.00000000e+00
1.212500,7.07414703e+01,9.10015869e+02,9.80757324e+02,-1.18946600e+01,0.00000000e+00
1.216667,7.12285004e+01,9.09528015e+02,9.80756531e+02,-1.19355354e+01,0.00000000e+00
1.220833,7.17172089e+01,9.09038452e+02,9.80755676e+02,-1.19764109e+01,0.00000000e+00
1.225000,7.22075882e+01,9.08547241e+02,9.80754822e+02,-1.20172863e+01,0.00000000e+00
1.229167,7.26996307e+01,9.08054382e+02,9.80754028e+02,-1.20581617e+01,0.00000000e+00
1.233333,7.31933517e+01,9.07559814e+02,9.80753174e+02,-1.20990372e+01,0.00000000e+00
1.237500,7.36887360e+01,9.07063599e+02,9.80752319e+02,-1.21399126e+01,0.00000000e+00
1.241667,7.41857986e+01,9.06565735e+02,9.80751526e+02,-1.21807880e+01,0.00000000e+00
1.245833,7.46845322e+01,9.06066162e+02,9.80750671e+02,-1.22216635e+01,0.00000000e+00
1.250000,7.51849289e+01,9.05564941e+02,9.80749878e+02,-1.22625389e+01,0.00000000e+00
1.254167,7.56870041e+01,9.05062073e+02,9.80749084e+02,-1.23034143e+01,0.00000000e+00
1.258333,7.61907425e+01,9.04557434e+02,9.80748169e+02,-1.23442898e+01,0.00000000e+00
1.262500,7.66961594e+01,9.04051208e+02,9.80747375e+02,-1.23851652e+01,0.00000000e+00
1.266667,7.72032394e+01,9.03543335e+02,9.80746582e+02,-1.24260406e+01,0.00000000e+00
1.270833,7.77119980e+01,9.03033691e+02,9.80745667e+02,-1.24669161e+01,0.00000000e+00
1.275000,7.82224274e+01,9.02522461e+02,9.80744873e+02,-1.25077915e+01,0.00000000e+00
1.279167,7.87345200e+01,9.02009521e+02,9.80744019e+02,-1.25486670e+01,0.00000000e+00
1.283333,7.92482910e+01,9.01494873e+02,9.80743164e+02,-1.25895424e+01,0.00000000e+00
1.287500,7.97637253e+01,9.00978638e+02,9.80742371e+02,-1.26304178e+01,0.00000000e+00
1.291667,8.02808380e+01,9.00460693e+02,9.80741516e+02,-1.26712933e+01,0.00000000e+00
1.295833,8.07996140e+01,8.99941040e+02,9.80740662e+02,-1.27121687e+01,0.00000000e+00
1.300000,8.13200684e+01,8.99419739e+02,9.80739807e+02,-1.27530441e+01,0.00000000e+00
1.304167,8.18421860e+01,8.98896851e+02,9.80739014e+02,-1.27939196e+01,0.00000000e+00
1.308333,8.23659821e+01,8.98372192e+02,9.80738159e+02,-1.28347950e+01,0.00000000e+00
1.312500,8.28914413e+01,8.97845886e+02,9.80737305e+02,-1.28756704e+01,0.00000000e+00
1.316667,8.34185791e+01,8.97317932e+02,9.80736511e+02,-1.29165459e+01,0.00000000e+00
1.320833,8.39473801e+01,8.96788330e+02,9.80735718e+02,-1.29574213e+01,0.00000000e+00
1.325000,8.44778595e+01,8.96256958e+02,9.80734802e+02,-1.29982967e+01,0.00000000e+00
1.329167,8.50100021e+01,8.95723999e+02,9.80734009e+02,-1.30391722e+01,0.00000000e+00
1.333333,8.55438232e+01,8.95189392e+02,9.80733215e+02,-1.30800476e+01,0.00000000e+00
1.337500,8.60793076e+01,8.94653076e+02,9.80732361e+02,-1.31209230e+01,0.00000000e+00
1.341667,8.66164703e+01,8.94115112e+02,9.80731567e+02,-1.31617985e+01,0.00000000e+00
1.345833,8.71552963e+01,8.93575439e+02,9.80730713e+02,-1.32026739e+01,0.00000000e+00
1.350000,8.76958008e+01,8.93034119e+02,9.80729919e+02,-1.32435493e+01,0.00000000e+00
1.354167,8.82379684e+01,8.92491089e+02,9.80729065e+02,-1.32844248e+01,0.00000000e+00
1.358333,8.87818146e+01,8.91946472e+02,9.80728271e+02,-1.33253002e+01,0.00000000e+00
1.362500,8.93273239e+01,8.91400085e+02,9.80727417e+02,-1.33661757e+01,0.00000000e+00
1.366667,8.98745117e+01,8.90852112e+02,9.80726624e+02,-1.34070511e+01,0.00000000e+00
1.370833,9.04233627e+01,8.90302429e+02,9.80725769e+02,-1.34479265e+01,0.00000000e+00
1.375000,9.09738922e+01,8.89751038e+02,9.80724915e+02,-1.34888020e+01,0.00000000e+00
1.379167,9.15260849e+01,8.89198059e+02,9.80724121e+02,-1.35296774e+01,0.00000000e+00
1.383333,9.20799484e+01,8.88643372e+02,9.80723328e+02,-1.35705528e+01,0.00000000e+00
1.387500,9.26354904e+01,8.88086975e+02,9.80722473e+02,-1.36114283e+01,0.00000000e+00
1.391667,9.31926956e+01,8.87528931e+02,9.80721619e+02,-1.36523037e+01,0.00000000e+00
1.395833,9.37515793e+01,8.86969238e+02,9.80720825e+02,-1.36931791e+01,0.00000000e+00
1.400000,9.43121262e+01,8.86407837e+02,9.80719971e+02,-1.37340546e+01,0.00000000e+00
1.404167,9.48743515e+01,8.85844788e+02,9.80719116e+02,-1.37749300e+01,0.00000000e+00
1.408333,9.54382401e+01,8.85280090e+02,9.80718323e+02,-1.38158054e+01,0.00000000e+00
1.412500,9.60037994e+01,8.84713684e+02,9.80717468e+02,-1.38566809e+01,0.00000000e+00
1.416667,9.65710373e+01,8.84145569e+02,9.80716614e+02,-1.38975563e+01,0.00000000e+00
1.420833,9.71399384e+01,8.83575867e+02,9.80715820e+02,-1.39384317e+01,0.00000000e+00
1.425000,9.77105179e+01,8.83004456e+02,9.80714966e+02,-1.39793072e+01,0.00000000e+00
1.429167,9.82827606e+01,8.82431335e+02,9.80714111e+02,-1.40201826e+01,0.00000000e+00
1.433333,9.88566742e+01,8.81856628e+02,9.80713318e+02,-1.40610580e+01,0.00000000e+00
1.437500,9.94322662e+01,8.81280151e+02,9.80712402e+02,-1.41019335e+01,0.00000000e+00
1.441667,1.00009521e+02,8.80702087e+02,9.80711609e+02,-1.41428089e+01,0.00000000e+00
1.445833,1.00588448e+02,8.80122314e+02,9.80710754e+02,-1.41836843e+01,0.00000000e+00
1.450000,1.01169052e+02,8.79540894e+02,9.80709961e+02,-1.42245598e+01,0.00000000e+00
1.454167,1.01751320e+02,8.78957764e+02,9.80709106e+02,-1.42654352e+01,0.00000000e+00
1.458333,1.02335258e+02,8.78372986e+02,9.80708252e+02,-1.43063107e+01,0.00000000e+00
1.462500,1.02920876e+02,8.77786621e+02,9.80707520e+02,-1.43471861e+01,0.00000000e+00
1.466667,1.03508156e+02,8.77198486e+02,9.80706665e+02,-1.43880615e+01,0.00000000e+00
1.470833,1.04097115e+02,8.76608704e+02,9.80705811e+02,-1.44289370e+01,0.00000000e+00
1.475000,1.04687737e+02,8.76017273e+02,9.80705017e+02,-1.44698124e+01,0.00000000e+00
1.479167,1.05280029e+02,8.75424133e+02,9.80704163e+02,-1.45106878e+01,0.00000000e+00
1.483333,1.05873993e+02,8.74829346e+02,9.80703369e+02,-1.45515633e+01,0.00000000e+00
1.487500,1.06469635e+02,8.74232910e+02,9.80702515e+02,-1.45924387e+01,0.00000000e+00
1.491667,1.07066940e+02,8.73634766e+02,9.80701721e+02,-1.46333141e+01,0.00000000e+00
1.495833,1.07665916e+02,8.73034973e+02,9.80700867e+02,-1.46741896e+01,0.00000000e+00
1.500000,1.08266571e+02,8.72433533e+02,9.80700073e+02,-1.47150650e+01,0.00000000e+00
1.504167,1.08868889e+02,8.71830322e+02,9.80699219e+02,-1.47559404e+01,0.00000000e+00
1.508333,1.09472878e+02,8.71225525e+02,9.80698425e+02,-1.47968159e+01,0.00000000e+00
1.512500,1.10078545e+02,8.70619080e+02,9.80697632e+02,-1.48376913e+01,0.00000000e+00
1.516667,1.10685875e+02,8.70010864e+02,9.80696716e+02,-1.48785667e+01,0.00000000e+00
1.520833,1.11294876e+02,8.69401062e+02,9.80695923e+02,-1.49194422e+01,0.00000000e+00
1.525000,1.11905548e+02,8.68789551e+02,9.80695068e+02,-1.49603176e+01,0.00000000e+00
1.529167,1.12517899e+02,8.68176331e+02,9.80694214e+02,-1.50011930e+01,0.00000000e+00
1.533333,1.13131912e+02,8.67561523e+02,9.80693420e+02,-1.50420685e+01,0.00000000e+00
1.537500,1.13747597e+02,8.66945007e+02,9.80692627e+02,-1.50829439e+01,0.00000000e+00
1.541667,1.14364952e+02,8.66326782e+02,9.80691711e+02,-1.51238194e+01,0.00000000e+00
1.545833,1.14983986e+02,8.65706970e+02,9.80690979e+02,-1.51646948e+01,0.00000000e+00
1.550000,1.15604683e+02,8.65085449e+02,9.80690125e+02,-1.52055702e+01,0.00000000e+00
1.554167,1.16227051e+02,8.64462219e+02,9.80689270e+02,-1.52464457e+01,0.00000000e+00
1.558333,1.16851089e+02,8.63837341e+02,9.80688416e+02,-1.52873211e+01,0.00000000e+00
1.562500,1.17476807e+02,8.63210815e+02,9.80687622e+02,-1.53281965e+01,0.00000000e+00
1.566667,1.18104187e+02,8.62582581e+02,9.80686768e+02,-1.53690720e+01,0.00000000e+00
1.570833,1.18733238e+02,8.61952698e+02,9.80685913e+02,-1.54099474e+01,0.00000000e+00
1.575000,1.19363960e+02,8.61321106e+02,9.80685059e+02,-1.54508228e+01,0.00000000e+00
1.579167,1.19996361e+02,8.60687866e+02,9.80684204e+02,-1.54916983e+01,0.00000000e+00
1.583333,1.20630424e+02,8.60052979e+02,9.80683411e+02,-1.55325737e+01,0.00000000e+00
1.587500,1.21266159e+02,8.59416443e+02,9.80682617e+02,-1.55734491e+01,0.00000000e+00
1.591667,1.21903564e+02,8.58778137e+02,9.80681702e+02,-1.56143246e+01,0.00000000e+00
1.595833,1.22542641e+02,8.58138245e+02,9.80680908e+02,-1.56552000e+01,0.00000000e+00
1.600000,1.23183395e+02,8.57496643e+02,9.80680054e+02,-1.56960754e+01,0.00000000e+00
1.604167,1.23825813e+02,8.56853455e+02,9.80679260e+02,-1.57369509e+01,0.00000000e+00
1.608333,1.24469902e+02,8.56208496e+02,9.80678406e+02,-1.57778263e+01,0.00000000e+00
1.612500,1.25115662e+02,8.55561951e+02,9.80677612e+02,-1.58187017e+01,0.00000000e+00
1.616667,1.25763092e+02,8.54913696e+02,9.80676758e+02,-1.58595772e+01,0.00000000e+00
1.620833,1.26412193e+02,8.54263733e+02,9.80675903e+02,-1.59004526e+01,0.00000000e+00
1.625000,1.27062973e+02,8.53612183e+02,9.80675171e+02,-1.59413280e+01,0.00000000e+00
1.629167,1.27715416e+02,8.52958923e+02,9.80674316e+02,-1.59822035e+01,0.00000000e+00
1.633333,1.28369522e+02,8.52303955e+02,9.80673462e+02,-1.60230789e+01,0.00000000e+00
1.637500,1.29025299e+02,8.51647339e+02,9.80672607e+02,-1.60639534e+01,0.00000000e+00
1.641667,1.29682739e+02,8.50989075e+02,9.80671814e+02,-1.61048279e+01,0.00000000e+00
1.645833,1.30341858e+02,8.50329102e+02,9.80670959e+02,-1.61457024e+01,0.00000000e+00
1.650000,1.31002640e+02,8.49667480e+02,9.80670105e+02,-1.61865768e+01,0.00000000e+00
1.654167,1.31665085e+02,8.49004211e+02,9.80669312e+02,-1.62274513e+01,0.00000000e+00
1.658333,1.32329208e+02,8.48339233e+02,9.80668457e+02,-1.62683258e+01,0.00000000e+00
1.662500,1.32995010e+02,8.47672607e+02,9.80667603e+02,-1.63092003e+01,0.00000000e+00
1.666667,1.33662476e+02,8.47004333e+02,9.80666809e+02,-1.63500748e+01,0.00000000e+00
1.670833,1.34331604e+02,8.46334290e+02,9.80665894e+02,-1.63909492e+01,0.00000000e+00
1.675000,1.35002411e+02,8.45662659e+02,9.80665039e+02,-1.64318237e+01,0.00000000e+00
1.679167,1.35674896e+02,8.44989319e+02,9.80664185e+02,-1.64726982e+01,0.00000000e+00
1.683333,1.36349045e+02,8.44314331e+02,9.80663391e+02,-1.65135727e+01,0.00000000e+00
1.687500,1.37024857e+02,8.43637634e+02,9.80662476e+02,-1.65544472e+01,0.00000000e+00
1.691667,1.37702347e+02,8.42959351e+02,9.80661682e+02,-1.65953217e+01,0.00000000e+00
1.695833,1.38381516e+02,8.42279297e+02,9.80660828e+02,-1.66361961e+01,0.00000000e+00
1.700000,1.39062347e+02,8.41597595e+02,9.80659912e+02,-1.66770706e+01,0.00000000e+00
1.704167,1.39744843e+02,8.40914307e+02,9.80659180e+02,-1.67179451e+01,0.00000000e+00
1.708333,1.40429016e+02,8.40229248e+02,9.80658264e+02,-1.67588196e+01,0.00000000e+00
1.712500,1.41114853e+02,8.39542542e+02,9.80657410e+02,-1.67996941e+01,0.00000000e+00
1.716667,1.41802368e+02,8.38854187e+02,9.80656555e+02,-1.68405685e+01,0.00000000e+00
1.720833,1.42491562e+02,8.38164124e+02,9.80655701e+02,-1.68814430e+01,0.00000000e+00
1.725000,1.43182419e+02,8.37472412e+02,9.80654846e+02,-1.69223175e+01,0.00000000e+00
1.729167,1.43874939e+02,8.36779053e+02,9.80653992e+02,-1.69631920e+01,0.00000000e+00
1.733333,1.44569138e+02,8.36084045e+02,9.80653198e+02,-1.70040665e+01,0.00000000e+00
1.737500,1.45264999e+02,8.35387329e+02,9.80652344e+02,-1.70449409e+01,0.00000000e+00
1.741667,1.45962540e+02,8.34688965e+02,9.80651489e+02,-1.70858154e+01,0.00000000e+00
1.745833,1.46661758e+02,8.33988953e+02,9.80650696e+02,-1.71266899e+01,0.00000000e+00
1.750000,1.47362640e+02,8.33287231e+02,9.80649902e+02,-1.71675644e+01,0.00000000e+00
1.754167,1.48065186e+02,8.32583801e+02,9.80648987e+02,-1.72084389e+01,0.00000000e+00
1.758333,1.48769409e+02,8.31878784e+02,9.80648193e+02,-1.72493134e+01,0.00000000e+00
1.762500,1.49475296e+02,8.31172058e+02,9.80647339e+02,-1.72901878e+01,0.00000000e+00
1.766667,1.50182861e+02,8.30463623e+02,9.80646484e+02,-1.73310623e+01,0.00000000e+00
1.770833,1.50892090e+02,8.29753601e+02,9.80645691e+02,-1.73719368e+01,0.00000000e+00
1.775000,1.51602997e+02,8.29041809e+02,9.80644775e+02,-1.74128113e+01,0.00000000e+00
1.779167,1.52315567e+02,8.28328369e+02,9.80643921e+02,-1.74536858e+01,0.00000000e+00
1.783333,1.53029816e+02,8.27613342e+02,9.80643188e+02,-1.74945602e+01,0.00000000e+00
1.787500,1.53745743e+02,8.26896545e+02,9.80642273e+02,-1.75354347e+01,0.00000000e+00
1.791667,1.54463318e+02,8.26178101e+02,9.80641418e+02,-1.75763092e+01,0.00000000e+00
1.795833,1.55182587e+02,8.25458008e+02,9.80640625e+02,-1.76171837e+01,0.00000000e+00
1.800000,1.55903503e+02,8.24736267e+02,9.80639771e+02,-1.76580582e+01,0.00000000e+00
1.804167,1.56626114e+02,8.24012817e+02,9.80638916e+02,-1.76989326e+01,0.00000000e+00
1.808333,1.57350372e+02,8.23287720e+02,9.80638062e+02,-1.77398071e+01,0.00000000e+00
1.812500,1.58076324e+02,8.22560913e+02,9.80637207e+02,-1.77806816e+01,0.00000000e+00
1.816667,1.58803925e+02,8.21832397e+02,9.80636353e+02,-1.78215561e+01,0.00000000e+00
1.820833,1.59533218e+02,8.21102295e+02,9.80635498e+02,-1.78624306e+01,0.00000000e+00
1.825000,1.60264160e+02,8.20370483e+02,9.80634644e+02,-1.79033051e+01,0.00000000e+00
1.829167,1.60996796e+02,8.19637024e+02,9.80633789e+02,-1.79441795e+01,0.00000000e+00
1.833333,1.61731079e+02,8.18901917e+02,9.80632996e+02,-1.79850540e+01,0.00000000e+00
1.837500,1.62467056e+02,8.18165039e+02,9.80632080e+02,-1.80259285e+01,0.00000000e+00
1.841667,1.63204681e+02,8.17426575e+02,9.80631226e+02,-1.80668030e+01,0.00000000e+00
1.845833,1.63943985e+02,8.16686401e+02,9.80630371e+02,-1.81076775e+01,0.00000000e+00
1.850000,1.64684967e+02,8.15944580e+02,9.80629517e+02,-1.81485519e+01,0.00000000e+00
1.854167,1.65427612e+02,8.15201050e+02,9.80628662e+02,-1.81894264e+01,0.00000000e+00
1.858333,1.66171936e+02,8.14455933e+02,9.80627869e+02,-1.82303009e+01,0.00000000e+00
1.862500,1.66917923e+02,8.13709106e+02,9.80627014e+02,-1.82711754e+01,0.00000000e+00
1.866667,1.67665588e+02,8.12960571e+02,9.80626160e+02,-1.83120499e+01,0.00000000e+00
1.870833,1.68414917e+02,8.12210449e+02,9.80625366e+02,-1.83529243e+01,0.00000000e+00
1.875000,1.69165924e+02,8.11458618e+02,9.80624512e+02,-1.83937988e+01,0.00000000e+00
1.879167,1.69918594e+02,8.10705078e+02,9.80623657e+02,-1.84346733e+01,0.00000000e+00
1.883333,1.70672928e+02,8.09949890e+02,9.80622803e+02,-1.84755478e+01,0.00000000e+00
1.887500,1.71428940e+02,8.09193054e+02,9.80622009e+02,-1.85164223e+01,0.00000000e+00
1.891667,1.72186630e+02,8.08434509e+02,9.80621155e+02,-1.85572968e+01,0.00000000e+00
1.895833,1.72945984e+02,8.07674316e+02,9.80620300e+02,-1.85981712e+01,0.00000000e+00
1.900000,1.73707016e+02,8.06912476e+02,9.80619507e+02,-1.86390457e+01,0.00000000e+00
1.904167,1.74469711e+02,8.06148926e+02,9.80618652e+02,-1.86799202e+01,0.00000000e+00
1.908333,1.75234070e+02,8.05383728e+02,9.80617798e+02,-1.87207947e+01,0.00000000e+00
1.912500,1.76000122e+02,8.04616882e+02,9.80617004e+02,-1.87616692e+01,0.00000000e+00
1.916667,1.76767822e+02,8.03848328e+02,9.80616150e+02,-1.88025436e+01,0.00000000e+00
1.920833,1.77537201e+02,8.03078064e+02,9.80615234e+02,-1.88434181e+01,0.00000000e+00
1.925000,1.78308258e+02,8.02306213e+02,9.80614502e+02,-1.88842926e+01,0.00000000e+00
1.929167,1.79080978e+02,8.01532593e+02,9.80613586e+02,-1.89251671e+01,0.00000000e+00
1.933333,1.79855362e+02,8.00757385e+02,9.80612732e+02,-1.89660416e+01,0.00000000e+00
1.937500,1.80631424e+02,7.99980469e+02,9.80611877e+02,-1.90069160e+01,0.00000000e+00
1.941667,1.81409164e+02,7.99201904e+02,9.80611084e+02,-1.90477905e+01,0.00000000e+00
1.945833,1.82188568e+02,7.98421631e+02,9.80610229e+02,-1.90886650e+01,0.00000000e+00
1.950000,1.82969635e+02,7.97639709e+02,9.80609375e+02,-1.91295395e+01,0.00000000e+00
1.954167,1.83752380e+02,7.96856140e+02,9.80608521e+02,-1.91704140e+01,0.00000000e+00
1.958333,1.84536804e+02,7.96070862e+02,9.80607666e+02,-1.92112885e+01,0.00000000e+00
1.962500,1.85322891e+02,7.95283936e+02,9.80606812e+02,-1.92521629e+01,0.00000000e+00
1.966667,1.86110641e+02,7.94495300e+02,9.80605957e+02,-1.92930374e+01,0.00000000e+00
1.970833,1.86900070e+02,7.93705017e+02,9.80605103e+02,-1.93339119e+01,0.00000000e+00
1.975000,1.87691177e+02,7.92913086e+02,9.80604248e+02,-1.93747864e+01,0.00000000e+00
1.979167,1.88483948e+02,7.92119446e+02,9.80603394e+02,-1.94156609e+01,0.00000000e+00
1.983333,1.89278381e+02,7.91324158e+02,9.80602539e+02,-1.94565353e+01,0.00000000e+00
1.987500,1.90074493e+02,7.90527222e+02,9.80601685e+02,-1.94974098e+01,0.00000000e+00
1.991667,1.90872284e+02,7.89728516e+02,9.80600830e+02,-1.95382843e+01,0.00000000e+00
1.995833,1.91671722e+02,7.88928223e+02,9.80599976e+02,-1.95791588e+01,0.00000000e+00
